"CustomerID","last_purchase_date","frequency","monetary","r_score","f_score","m_score","rfm_total","segment"
12637.0,"2011-10-03 13:46:00",10,5953.25,3,5,5,13,"Loyal Customers"
13505.0,"2011-10-03 12:14:00",8,4282.880000000001,3,5,5,13,"Loyal Customers"
15974.0,"2011-10-31 13:13:00",8,3429.55,3,5,5,13,"Loyal Customers"
15719.0,"2011-11-07 12:29:00",14,5043.959999999997,3,5,5,13,"Loyal Customers"
18239.0,"2011-05-05 12:38:00",5,1561.6100000000001,5,4,4,13,"Champions"
15521.0,"2011-11-03 13:52:00",13,2574.6500000000005,3,5,5,13,"Loyal Customers"
12408.0,"2011-11-07 12:30:00",9,2842.5700000000015,3,5,5,13,"Loyal Customers"
18008.0,"2011-09-30 15:17:00",9,2116.19,3,5,5,13,"Loyal Customers"
17406.0,"2011-01-13 12:52:00",5,1928.720000000001,5,4,4,13,"Champions"
16729.0,"2011-11-03 19:11:00",26,7076.279999999984,3,5,5,13,"Loyal Customers"
16686.0,"2011-10-23 13:49:00",9,3043.479999999999,3,5,5,13,"Loyal Customers"
14800.0,"2011-10-23 12:46:00",16,4236.340000000001,3,5,5,13,"Loyal Customers"
17894.0,"2011-09-29 09:23:00",8,1119.8100000000002,4,5,4,13,"Champions"
17634.0,"2011-11-03 13:09:00",9,2361.970000000003,3,5,5,13,"Loyal Customers"
13901.0,"2011-09-28 14:48:00",5,2867.2000000000003,4,4,5,13,"Champions"
13527.0,"2011-11-06 12:04:00",8,2263.76,3,5,5,13,"Loyal Customers"
13993.0,"2011-11-07 13:00:00",12,3409.66,3,5,5,13,"Loyal Customers"
13136.0,"2011-10-20 19:13:00",11,2545.380000000001,3,5,5,13,"Loyal Customers"
18242.0,"2011-09-28 13:43:00",4,2232.4900000000002,4,4,5,13,"Champions"
16182.0,"2011-09-28 13:23:00",4,6617.650000000001,4,4,5,13,"Champions"
13134.0,"2011-09-28 09:22:00",7,1740.6299999999994,4,5,4,13,"Champions"
15827.0,"2011-09-27 15:35:00",20,1641.4800000000005,4,5,4,13,"Champions"
15129.0,"2011-10-20 14:40:00",11,3447.3999999999996,3,5,5,13,"Loyal Customers"
12455.0,"2011-09-27 15:31:00",6,2466.859999999997,4,4,5,13,"Champions"
15301.0,"2011-10-20 09:57:00",14,5028.119999999998,3,5,5,13,"Loyal Customers"
12585.0,"2011-04-19 13:39:00",4,1982.8099999999993,5,4,4,13,"Champions"
14776.0,"2011-10-19 15:34:00",13,2195.58,3,5,5,13,"Loyal Customers"
14175.0,"2011-10-19 13:42:00",7,3108.0600000000004,3,5,5,13,"Loyal Customers"
15674.0,"2011-09-27 15:17:00",8,1744.0200000000027,4,5,4,13,"Champions"
14808.0,"2011-10-31 12:21:00",15,2175.3699999999985,3,5,5,13,"Loyal Customers"
13555.0,"2011-09-27 12:36:00",4,4149.2800000000025,4,4,5,13,"Champions"
14101.0,"2011-09-27 12:28:00",6,5976.79,4,4,5,13,"Champions"
14107.0,"2011-10-19 12:12:00",8,2688.48,3,5,5,13,"Loyal Customers"
17997.0,"2011-09-26 16:13:00",12,1511.300000000003,4,5,4,13,"Champions"
15752.0,"2011-10-31 11:37:00",8,2628.930000000003,3,5,5,13,"Loyal Customers"
16984.0,"2011-09-22 18:21:00",5,4392.419999999999,4,4,5,13,"Champions"
17213.0,"2011-10-30 14:53:00",11,2741.0799999999995,3,5,5,13,"Loyal Customers"
12909.0,"2011-10-31 12:43:00",8,2128.83,3,5,5,13,"Loyal Customers"
12744.0,"2011-10-19 11:18:00",10,9120.389999999998,3,5,5,13,"Loyal Customers"
15201.0,"2011-09-22 09:53:00",11,927.8400000000006,4,5,4,13,"Champions"
14639.0,"2011-10-18 15:06:00",8,2952.340000000003,3,5,5,13,"Loyal Customers"
15810.0,"2011-09-22 09:38:00",7,1145.4299999999994,4,5,4,13,"Champions"
14040.0,"2011-10-30 12:42:00",15,3542.189999999999,3,5,5,13,"Loyal Customers"
13324.0,"2011-11-07 15:51:00",12,7072.799999999993,3,5,5,13,"Loyal Customers"
12520.0,"2011-09-21 15:23:00",6,2582.5099999999993,4,4,5,13,"Champions"
13908.0,"2011-09-21 11:49:00",5,2347.0499999999984,4,4,5,13,"Champions"
15140.0,"2011-10-18 14:07:00",8,2350.0000000000005,3,5,5,13,"Loyal Customers"
12431.0,"2011-11-04 11:55:00",18,6416.389999999999,3,5,5,13,"Loyal Customers"
15505.0,"2011-10-18 07:56:00",7,3497.1400000000012,3,5,5,13,"Loyal Customers"
14810.0,"2011-10-30 11:19:00",11,2087.8799999999997,3,5,5,13,"Loyal Customers"
16709.0,"2011-09-16 10:56:00",5,3029.870000000001,4,4,5,13,"Champions"
13141.0,"2011-09-16 09:54:00",6,2385.8000000000006,4,4,5,13,"Champions"
15370.0,"2011-10-30 10:58:00",8,2360.550000000001,3,5,5,13,"Loyal Customers"
18173.0,"2011-09-14 11:26:00",4,2106.84,4,4,5,13,"Champions"
14211.0,"2011-10-17 13:23:00",13,2208.3,3,5,5,13,"Loyal Customers"
14163.0,"2011-09-13 15:18:00",4,2445.9100000000008,4,4,5,13,"Champions"
16306.0,"2011-05-10 12:12:00",9,602.2700000000001,5,5,3,13,"Loyal Customers"
15673.0,"2011-09-12 16:12:00",4,2881.020000000001,4,4,5,13,"Champions"
15996.0,"2011-09-12 15:14:00",7,1044.7799999999993,4,5,4,13,"Champions"
16209.0,"2011-09-12 11:58:00",5,2262.62,4,4,5,13,"Champions"
14307.0,"2011-09-12 09:38:00",6,2995.7200000000003,4,4,5,13,"Champions"
14210.0,"2011-09-09 12:55:00",7,1900.89,4,5,4,13,"Champions"
16187.0,"2011-11-08 09:50:00",17,6841.24,3,5,5,13,"Loyal Customers"
14414.0,"2011-09-09 12:09:00",8,1485.1300000000006,4,5,4,13,"Champions"
16652.0,"2011-10-17 11:43:00",11,6654.260000000001,3,5,5,13,"Loyal Customers"
18093.0,"2011-09-07 15:43:00",5,2083.42,4,4,5,13,"Champions"
15491.0,"2011-09-05 15:56:00",7,3090.850000000001,4,4,5,13,"Champions"
14565.0,"2011-09-05 12:37:00",6,3073.770000000002,4,4,5,13,"Champions"
12502.0,"2011-09-05 11:52:00",5,3723.870000000001,4,4,5,13,"Champions"
17722.0,"2011-09-04 15:22:00",6,2380.64,4,4,5,13,"Champions"
15708.0,"2011-10-30 10:54:00",11,3329.72,3,5,5,13,"Loyal Customers"
17050.0,"2011-09-04 13:48:00",6,3228.8399999999997,4,4,5,13,"Champions"
12625.0,"2011-05-12 09:54:00",3,2614.3199999999993,5,3,5,13,"Loyal Customers"
17719.0,"2011-11-02 10:36:00",18,5367.800000000004,3,5,5,13,"Loyal Customers"
18087.0,"2011-09-02 15:12:00",4,3770.12,4,4,5,13,"Champions"
13952.0,"2011-05-12 19:27:00",3,3246.0909999999994,5,3,5,13,"Loyal Customers"
16456.0,"2011-09-01 13:50:00",5,2158.3700000000003,4,4,5,13,"Champions"
12352.0,"2011-11-03 14:37:00",11,1545.4100000000008,3,5,4,12,"Loyal Customers"
16409.0,"2011-11-03 16:45:00",5,2028.8800000000012,3,4,5,12,"Loyal Customers"
13941.0,"2011-11-18 09:43:00",7,4912.41,2,5,5,12,"At Risk"
16871.0,"2011-11-17 19:27:00",7,2761.49,2,5,5,12,"At Risk"
14154.0,"2011-04-14 16:26:00",2,1345.6200000000003,5,3,4,12,"Loyal Customers"
15722.0,"2011-11-04 11:43:00",6,2181.21,3,4,5,12,"Loyal Customers"
17203.0,"2011-11-04 12:27:00",6,3563.849999999999,3,4,5,12,"Loyal Customers"
17193.0,"2011-11-04 12:47:00",9,1674.46,3,5,4,12,"Loyal Customers"
12928.0,"2011-11-04 14:24:00",5,2062.6999999999994,3,4,5,12,"Loyal Customers"
17799.0,"2011-11-17 15:16:00",11,3026.0799999999986,2,5,5,12,"At Risk"
16466.0,"2011-11-06 11:35:00",7,1603.4600000000007,3,5,4,12,"Loyal Customers"
16656.0,"2011-11-17 14:43:00",21,8568.240000000002,2,5,5,12,"At Risk"
14404.0,"2011-11-06 12:30:00",7,1434.7200000000003,3,5,4,12,"Loyal Customers"
16771.0,"2011-11-06 13:28:00",5,2246.8100000000018,3,4,5,12,"Loyal Customers"
12647.0,"2011-11-17 12:56:00",13,3669.920000000001,2,5,5,12,"At Risk"
16186.0,"2011-11-17 12:43:00",13,3991.940000000003,2,5,5,12,"At Risk"
14112.0,"2011-11-17 12:30:00",12,2774.170000000001,2,5,5,12,"At Risk"
13523.0,"2011-11-06 15:11:00",6,3755.3800000000006,3,4,5,12,"Loyal Customers"
17716.0,"2011-11-17 12:00:00",12,5505.79,2,5,5,12,"At Risk"
15529.0,"2011-11-17 11:29:00",12,3967.779999999997,2,5,5,12,"At Risk"
12567.0,"2011-11-17 11:02:00",11,9114.939999999995,2,5,5,12,"At Risk"
17613.0,"2011-11-17 10:51:00",17,4509.370000000002,2,5,5,12,"At Risk"
13871.0,"2011-11-17 10:49:00",14,6389.800000000004,2,5,5,12,"At Risk"
12477.0,"2011-11-17 09:51:00",9,13117.009999999993,2,5,5,12,"At Risk"
12610.0,"2011-11-17 09:34:00",7,2057.9900000000007,2,5,5,12,"At Risk"
12712.0,"2011-11-17 09:15:00",17,4241.63,2,5,5,12,"At Risk"
12481.0,"2011-11-17 08:29:00",11,5590.8600000000015,2,5,5,12,"At Risk"
15493.0,"2011-11-07 12:04:00",7,1967.250000000004,3,5,4,12,"Loyal Customers"
15805.0,"2011-11-16 16:32:00",20,5452.169999999997,2,5,5,12,"At Risk"
12500.0,"2011-11-16 16:20:00",13,4206.270000000001,2,5,5,12,"At Risk"
12626.0,"2011-11-16 16:06:00",13,6388.349999999998,2,5,5,12,"At Risk"
16912.0,"2011-11-16 15:51:00",14,2528.670000000001,2,5,5,12,"At Risk"
18075.0,"2011-11-16 15:21:00",14,2538.7200000000016,2,5,5,12,"At Risk"
12910.0,"2011-11-16 14:28:00",8,3075.0400000000013,2,5,5,12,"At Risk"
13717.0,"2011-11-07 14:13:00",7,1432.2600000000002,3,5,4,12,"Loyal Customers"
17596.0,"2011-11-16 14:11:00",7,2827.929999999998,2,5,5,12,"At Risk"
16348.0,"2011-11-07 15:44:00",7,1469.4500000000005,3,5,4,12,"Loyal Customers"
14360.0,"2011-11-08 09:12:00",4,2128.230000000001,3,4,5,12,"Loyal Customers"
13629.0,"2011-11-16 13:21:00",11,7792.36,2,5,5,12,"At Risk"
17277.0,"2011-04-26 12:47:00",2,1065.3500000000004,5,3,4,12,"Loyal Customers"
15249.0,"2011-11-08 11:45:00",15,6657.360000000008,2,5,5,12,"At Risk"
16698.0,"2011-04-27 10:52:00",2,1998.0,5,3,4,12,"Loyal Customers"
13047.0,"2011-11-08 12:10:00",18,3079.1000000000004,2,5,5,12,"At Risk"
12721.0,"2011-11-08 12:13:00",7,2628.9800000000005,2,5,5,12,"At Risk"
14232.0,"2011-11-08 12:17:00",8,2043.9300000000005,2,5,5,12,"At Risk"
12731.0,"2011-11-16 11:59:00",14,18793.410000000007,2,5,5,12,"At Risk"
15356.0,"2011-11-08 13:11:00",10,2766.4999999999995,2,5,5,12,"At Risk"
13975.0,"2011-11-08 13:19:00",7,2503.230000000001,2,5,5,12,"At Risk"
17377.0,"2011-11-16 11:17:00",21,3925.9199999999946,2,5,5,12,"At Risk"
14676.0,"2011-11-08 13:29:00",8,2543.24,2,5,5,12,"At Risk"
14057.0,"2011-11-16 10:32:00",18,6147.400000000002,2,5,5,12,"At Risk"
13695.0,"2011-11-08 14:26:00",15,2504.129999999999,2,5,5,12,"At Risk"
16837.0,"2011-11-08 14:27:00",12,3167.73,2,5,5,12,"At Risk"
15513.0,"2011-11-08 16:21:00",22,14520.079999999998,2,5,5,12,"At Risk"
16767.0,"2011-11-09 09:42:00",11,5580.6,2,5,5,12,"At Risk"
13384.0,"2011-11-09 11:04:00",9,4122.280000000001,2,5,5,12,"At Risk"
12949.0,"2011-11-09 11:25:00",10,4143.020000000001,2,5,5,12,"At Risk"
12472.0,"2011-11-09 11:33:00",13,6229.480000000007,2,5,5,12,"At Risk"
17865.0,"2011-11-09 12:08:00",27,10158.539999999992,2,5,5,12,"At Risk"
12415.0,"2011-11-15 14:22:00",26,123725.44999999985,2,5,5,12,"At Risk"
15955.0,"2011-11-15 14:15:00",16,4389.810000000004,2,5,5,12,"At Risk"
13804.0,"2011-11-09 12:32:00",7,2635.7899999999995,2,5,5,12,"At Risk"
17220.0,"2011-11-15 13:47:00",14,3198.2500000000023,2,5,5,12,"At Risk"
13209.0,"2011-11-09 13:54:00",11,5820.160000000002,2,5,5,12,"At Risk"
15114.0,"2011-11-09 15:05:00",10,2760.559999999998,2,5,5,12,"At Risk"
17690.0,"2011-11-09 15:17:00",16,4748.450000000001,2,5,5,12,"At Risk"
14944.0,"2011-11-10 09:10:00",14,5842.950000000003,2,5,5,12,"At Risk"
12708.0,"2011-11-10 09:52:00",16,2616.3200000000015,2,5,5,12,"At Risk"
16218.0,"2011-11-10 09:59:00",8,3054.8700000000017,2,5,5,12,"At Risk"
13983.0,"2011-11-10 11:06:00",13,2590.46,2,5,5,12,"At Risk"
15785.0,"2011-11-10 12:08:00",8,2303.7500000000014,2,5,5,12,"At Risk"
17416.0,"2011-11-10 12:47:00",9,6838.340000000003,2,5,5,12,"At Risk"
16743.0,"2011-11-10 13:13:00",8,2191.84,2,5,5,12,"At Risk"
17849.0,"2011-05-05 13:46:00",4,605.7999999999998,5,4,3,12,"Loyal Customers"
13735.0,"2011-11-15 11:14:00",8,2766.18,2,5,5,12,"At Risk"
12473.0,"2011-11-10 13:48:00",9,2848.229999999999,2,5,5,12,"At Risk"
17314.0,"2011-11-15 09:41:00",11,2514.76,2,5,5,12,"At Risk"
14466.0,"2011-11-10 14:07:00",7,2272.4000000000005,2,5,5,12,"At Risk"
17442.0,"2011-11-10 14:54:00",10,2210.26,2,5,5,12,"At Risk"
13148.0,"2011-11-10 15:23:00",17,3348.4800000000014,2,5,5,12,"At Risk"
15981.0,"2011-11-15 08:00:00",8,3408.4799999999987,2,5,5,12,"At Risk"
14680.0,"2011-11-14 16:59:00",23,26932.339999999986,2,5,5,12,"At Risk"
12600.0,"2011-11-11 10:29:00",11,2581.0400000000004,2,5,5,12,"At Risk"
14226.0,"2011-11-11 11:34:00",7,2201.6399999999994,2,5,5,12,"At Risk"
18183.0,"2011-05-05 17:47:00",6,600.52,5,4,3,12,"Loyal Customers"
17512.0,"2011-11-11 12:11:00",11,2920.0400000000013,2,5,5,12,"At Risk"
12726.0,"2011-11-11 13:35:00",7,2609.1000000000004,2,5,5,12,"At Risk"
15058.0,"2011-11-14 14:57:00",11,2124.990000000002,2,5,5,12,"At Risk"
15125.0,"2011-11-14 13:57:00",23,11117.050000000001,2,5,5,12,"At Risk"
17191.0,"2011-11-11 16:58:00",7,2095.130000000001,2,5,5,12,"At Risk"
17069.0,"2011-11-11 17:13:00",13,2655.2200000000016,2,5,5,12,"At Risk"
17652.0,"2011-11-14 12:55:00",18,4737.129999999998,2,5,5,12,"At Risk"
17211.0,"2011-11-13 12:03:00",9,2299.67,2,5,5,12,"At Risk"
13700.0,"2011-11-13 13:00:00",10,2265.12,2,5,5,12,"At Risk"
12867.0,"2011-11-13 15:30:00",10,3986.219999999994,2,5,5,12,"At Risk"
15291.0,"2011-11-14 11:02:00",20,4596.510000000003,2,5,5,12,"At Risk"
14227.0,"2011-11-13 15:48:00",15,3315.7100000000014,2,5,5,12,"At Risk"
18069.0,"2011-11-13 16:05:00",7,2021.8200000000002,2,5,5,12,"At Risk"
12428.0,"2011-11-14 08:22:00",12,7877.2000000000035,2,5,5,12,"At Risk"
13178.0,"2011-11-13 16:14:00",11,5725.470000000002,2,5,5,12,"At Risk"
14161.0,"2011-05-08 11:41:00",3,1110.5200000000002,5,3,4,12,"Loyal Customers"
17597.0,"2011-05-10 11:54:00",1,2044.37,5,2,5,12,"New Customers"
15171.0,"2011-01-19 12:39:00",2,1034.5,5,3,4,12,"Loyal Customers"
14920.0,"2011-05-11 10:32:00",2,977.7699999999999,5,3,4,12,"Loyal Customers"
15079.0,"2011-05-11 12:45:00",5,893.6599999999999,5,4,3,12,"Loyal Customers"
16244.0,"2011-05-12 10:18:00",2,1522.75,5,3,4,12,"Loyal Customers"
12857.0,"2011-05-13 10:20:00",2,1106.4000000000003,5,3,4,12,"Loyal Customers"
15813.0,"2011-05-16 08:13:00",2,1303.9099999999999,5,3,4,12,"Loyal Customers"
18218.0,"2011-05-17 14:16:00",4,626.38,5,4,3,12,"Loyal Customers"
15648.0,"2011-05-19 15:53:00",4,599.8999999999999,5,4,3,12,"Loyal Customers"
13151.0,"2011-05-20 12:55:00",2,1250.3700000000001,5,3,4,12,"Loyal Customers"
14195.0,"2011-05-22 10:29:00",3,962.7,5,3,4,12,"Loyal Customers"
14817.0,"2011-05-23 13:35:00",2,1110.3399999999997,5,3,4,12,"Loyal Customers"
18202.0,"2011-05-24 12:12:00",3,1396.9900000000002,5,3,4,12,"Loyal Customers"
15882.0,"2011-05-25 11:35:00",5,495.36,5,4,3,12,"Loyal Customers"
17955.0,"2011-05-25 12:00:00",4,557.3,5,4,3,12,"Loyal Customers"
13659.0,"2011-05-26 19:56:00",3,1550.8500000000008,5,3,4,12,"Loyal Customers"
